date,Air_quality_Code, pm25, pm10, no2, so2
3/13/2018,6,61,32,27, 
3/14/2018,6,56,29,31, 
3/15/2018,6,54,19,9, 
3/16/2018,6,46,21,14, 
3/17/2018,6,53,28,36, 
3/18/2018,6,48,45,42, 
3/19/2018,6,69,68,27, 
3/20/2018,6,104,57,37, 
3/21/2018,6,86,55,45, 
3/22/2018,6,90,79,26, 
3/23/2018,6,109,115,5, 
3/24/2018,6,118,29,26, 
3/25/2018,6,51,74,43, 
3/26/2018,6,108,121,50, 
3/27/2018,6,150,56,23, 
3/28/2018,6,89,80,9, 
3/29/2018,6,92,15,9, 
3/30/2018,6,58,21,7, 
3/31/2018,6,58,35,36, 
4/1/2018,6,73,32,38, 
4/2/2018,6,76,22,21, 
4/3/2018,6,56,42,28, 
4/4/2018,6,65,75,20, 
4/5/2018,6,101,39,7, 
4/6/2018,6,71,44,12, 
4/7/2018,6,79,43,17, 
4/8/2018,6,76,28,19, 
4/9/2018,6,59,17,18, 
4/10/2018,6,57,19,10, 
4/11/2018,6,49,26,24, 
4/12/2018,6,58,30,26, 
4/13/2018,6,55,24,8, 
4/14/2018,6,59,34,27, 
4/15/2018,6,64,73,32, 
4/16/2018,6,99,37,38, 
4/17/2018,6,64,60,43, 
4/18/2018,6,100,44,25, 
4/19/2018,6,87,39,14, 
4/20/2018,6,74,29,7, 
4/21/2018,6,58,21,22, 
4/22/2018,6,50,21,27, 
4/23/2018,6,47,33,29, 
4/24/2018,6,68,54,28, 
4/25/2018,6,70,52,27, 
4/26/2018,6,79,30,21, 
4/27/2018,6,53,34,11, 
4/28/2018,6,72,43,35, 
4/29/2018,6,77,28,35, 
4/30/2018,6,55,58,24, 
5/1/2018,6,71,58,31, 
5/2/2018,6,96,66,42, 
5/3/2018,6,117,76,33, 
5/4/2018,6,126,82,10, 
5/5/2018,6,107,57,26, 
5/6/2018,6,84,49,18, 
5/7/2018,6,86,34,14, 
5/8/2018,6,63,22,18, 
5/9/2018,6,56,139,26, 
5/10/2018,6,115,36,21, 
5/11/2018,6,66,21,5, 
5/12/2018,6,60,23,19, 
5/13/2018,6,57,30,12, 
5/14/2018,6,64,39,32, 
5/15/2018,6,79,31,38, 
5/16/2018,6,67,41,36, 
5/17/2018,6,75,45,25, 
5/18/2018,6,64,66,7, 
5/19/2018,6,107,59,22,1
5/20/2018,6,107,38,33, 
5/21/2018,6,71,59,36, 
5/22/2018,6,96,56,27,1
5/23/2018,6,83,50,29, 
5/24/2018,6,92,71,27, 
5/25/2018,6,111,62,13, 
5/26/2018,6,104,42,34, 
5/27/2018,6,73,81,32, 
5/28/2018,6,79,40,24, 
5/29/2018,6,79,30,21, 
5/30/2018,6,71,29,21, 
5/31/2018,6,67,27,18, 
6/1/2018,6,68,23,8, 
6/2/2018,6,58,30,20, 
6/3/2018,6,68,24,25, 
6/4/2018,6,63,31,29, 
6/5/2018,6,69,34,35, 
6/6/2018,6,74,42,29, 
6/7/2018,6,93,33,24, 
6/8/2018,6,77,29,13, 
6/9/2018,6,67,36,26, 
6/10/2018,6,66,28,21, 
6/11/2018,6,54,25,17, 
6/12/2018,6,55,30,17, 
6/13/2018,6,66,30,28, 
6/14/2018,6,65,27,26, 
6/15/2018,6,58,33,17, 
6/16/2018,6,60,37,20, 
6/17/2018,6,63,29,19, 
6/18/2018,6,54,24,25, 
6/19/2018,6,43,26,23, 
6/20/2018,6,52,26,29, 
6/21/2018,6,57,22,22, 
6/22/2018,6,49,20,8, 
6/23/2018,6,53,34,20, 
6/24/2018,6,65,34,24, 
6/25/2018,6,68,40,25, 
6/26/2018,6,78,33,39, 
6/27/2018,6,60,37,27, 
6/28/2018,6,69,22,18, 
6/29/2018,6,45,19,8, 
6/30/2018,6,50,27,20, 
7/1/2018,6,57,33,23, 
7/2/2018,6,67,30,27, 
7/3/2018,6,59,33,26, 
7/4/2018,6,60,37,34, 
7/5/2018,6,71,37,15, 
7/6/2018,6,75,34,11, 
7/7/2018,6,79,41,31, 
7/8/2018,6,81,43,32, 
7/9/2018,6,81,37,25, 
7/10/2018,6,78,37,20, 
7/11/2018,6,80,27,16, 
7/12/2018,6,58,30,12, 
7/13/2018,6,70,39,4, 
7/14/2018,6,87,52,20, 
